id,status,pred_label,confidence,stage,filter_score
4101883747013502336,ANOMALY,None,0.0,Filter,0.001559
5956140494423826176,ANOMALY,None,0.0,Filter,0.002609
4086565522808245888,ANOMALY,None,0.0,Filter,0.018009
2949766054089930880,ANOMALY,None,0.0,Filter,0.007411
873571304054182784,ANOMALY,None,0.0,Filter,0.014572
4119415288100360576,ANOMALY,None,0.0,Filter,0.002435
5345341581640701440,ANOMALY,None,0.0,Filter,0.010859
4284761495928069888,ANOMALY,None,0.0,Filter,0.040724
5417388352350262528,ANOMALY,None,0.0,Filter,0.020311
4287186262670865152,ANOMALY,None,0.0,Filter,0.008519
5249365074205829120,ANOMALY,None,0.0,Filter,0.007824
6017101984580042880,ANOMALY,None,0.0,Filter,0.009117
4073259885941942784,ANOMALY,None,0.0,Filter,0.000607
4165581337493154304,ANOMALY,None,0.0,Filter,0.001327
1867817784534477568,ANOMALY,None,0.0,Filter,0.023775
6150147912357205248,ANOMALY,None,0.0,Filter,0.010615
5234985832955884672,ANOMALY,None,0.0,Filter,0.077813
5796083315439402368,ANOMALY,None,0.0,Filter,0.001307
4123794471115031424,ANOMALY,None,0.0,Filter,0.008034
4655553852396678528,ANOMALY,None,0.0,Filter,0.00363
4041751215595726080,ANOMALY,None,0.0,Filter,0.009877
5311798265017721088,ANOMALY,None,0.0,Filter,0.019542
5336182649816978816,ANOMALY,None,0.0,Filter,0.006535
5310756202864089984,ANOMALY,None,0.0,Filter,0.003171
4108819294579570176,ANOMALY,None,0.0,Filter,0.011514
4074877130076541312,ANOMALY,None,0.0,Filter,0.004818
4043352035884125184,ANOMALY,None,0.0,Filter,0.001445
4254903604949152640,ANOMALY,None,0.0,Filter,0.01508
5812948861721635456,ANOMALY,None,0.0,Filter,0.002412
4102153058630256256,ANOMALY,None,0.0,Filter,0.007466
4786231981805726208,ANOMALY,None,0.0,Filter,0.009604
4076539248068404352,ANOMALY,None,0.0,Filter,0.005102
6042171850418257024,ANOMALY,None,0.0,Filter,0.003277
2128173651132674560,ANOMALY,None,0.0,Filter,0.002168
5823029321761782784,ANOMALY,None,0.0,Filter,0.009087
6727618875377371520,ANOMALY,None,0.0,Filter,0.007332
4658238378846453632,ANOMALY,None,0.0,Filter,0.005759
5970997232959602944,ANOMALY,None,0.0,Filter,0.009053
5874389296600293120,ANOMALY,None,0.0,Filter,0.006976
4197768239054238336,ANOMALY,None,0.0,Filter,0.027155
1772083581976603264,ANOMALY,None,0.0,Filter,0.005492
5950721551338765184,ANOMALY,None,0.0,Filter,0.036405
