id,status,pred_label,confidence,stage,filter_score
6022576663445996160,ANOMALY,None,0.0,None,0.003816
4108918078816758016,ANOMALY,None,0.0,None,0.004775
4035786841695399680,ANOMALY,None,0.0,None,0.012913
5337060742972385920,ANOMALY,None,0.0,None,0.002996
4291151582641775360,ANOMALY,None,0.0,None,0.009818
4039520890690481664,ANOMALY,None,0.0,None,0.008271
6734555758639742336,ANOMALY,None,0.0,None,0.00197
6026452476327924608,ANOMALY,None,0.0,None,0.002216
4657208617317599616,ANOMALY,None,0.0,None,0.010417
5993453864581515904,ANOMALY,None,0.0,None,0.014068
4042018774982784384,ANOMALY,None,0.0,None,0.003728
4047741183154618624,ANOMALY,None,0.0,None,0.001979
5889633235060437888,ANOMALY,None,0.0,None,0.010754
2046023365003386624,ANOMALY,None,0.0,None,0.007578
328291567645428352,ANOMALY,None,0.0,None,0.015702
4046026116833202432,ANOMALY,None,0.0,None,0.005084
5861332389881048960,ANOMALY,None,0.0,None,0.002148
4517251305479677952,ANOMALY,None,0.0,None,0.006744
3003408340185174784,ANOMALY,None,0.0,None,0.007242
4241536704550998144,ANOMALY,None,0.0,None,0.01134
4052653453357157504,ANOMALY,None,0.0,None,0.025892
6136708646154232064,ANOMALY,None,0.0,None,0.001904
4123708949755984256,ANOMALY,None,0.0,None,0.003955
5834823714334365440,ANOMALY,None,0.0,None,0.004805
5871448137358947968,ANOMALY,None,0.0,None,0.004546
4121830296718600704,ANOMALY,None,0.0,None,0.002012
4318562270135909632,ANOMALY,None,0.0,None,0.001113
4479136356966606080,ANOMALY,None,0.0,None,0.003079
5612757206245260800,ANOMALY,None,0.0,None,0.019325
6057192588057547648,ANOMALY,None,0.0,None,0.010854
5899939576030507520,ANOMALY,None,0.0,None,0.090257
4127618877491886208,ANOMALY,None,0.0,None,0.00945
4197642516735709952,ANOMALY,None,0.0,None,0.004089
2023911361548617728,ANOMALY,None,0.0,None,0.01056
5960727038481099520,ANOMALY,None,0.0,None,0.006097
4049310117648339840,ANOMALY,None,0.0,None,0.003056
4065530834601506560,ANOMALY,None,0.0,None,0.002092
5335632790911236480,ANOMALY,None,0.0,None,0.001511
2025181881603824896,ANOMALY,None,0.0,None,0.011216
5408598306643361792,ANOMALY,None,0.0,None,0.006169
4505878747510307328,ANOMALY,None,0.0,None,0.014321
4093501688907169920,ANOMALY,None,0.0,None,0.006418
