id,status,pred_label,confidence,stage,filter_score
4065162219101891456,ANOMALY,None,0.0,Filter,0.003083
6735444649340030848,ANOMALY,None,0.0,Filter,0.017412
4037784280662172416,ANOMALY,None,0.0,Filter,0.010172
4073227450299480192,ANOMALY,None,0.0,Filter,0.003379
2212102702282144256,ANOMALY,None,0.0,Filter,0.004188
4093033537432796416,ANOMALY,None,0.0,Filter,0.010832
4037675875752092672,ANOMALY,None,0.0,Filter,0.010219
4162387810268032384,ANOMALY,None,0.0,Filter,0.002212
4048663879517763456,ANOMALY,None,0.0,Filter,0.001958
4123451801499537024,ANOMALY,None,0.0,Filter,0.001934
4096511052198739072,ANOMALY,None,0.0,Filter,0.027917
2200319755860871936,ANOMALY,None,0.0,Filter,0.003076
4655249669870656512,ANOMALY,None,0.0,Filter,0.005172
4136751528439088512,ANOMALY,None,0.0,Filter,0.018852
4092558376605232384,ANOMALY,None,0.0,Filter,0.003115
6029340584085079936,ANOMALY,None,0.0,Filter,0.009488
4039741308365645056,ANOMALY,None,0.0,Filter,0.00294
5963772204599921024,ANOMALY,None,0.0,Filter,0.004864
4114784832306616832,ANOMALY,None,0.0,Filter,0.014574
6025982916098958080,ANOMALY,None,0.0,Filter,0.004394
782999789643335168,ANOMALY,None,0.0,Filter,0.013728
4063011338021132160,ANOMALY,None,0.0,Filter,0.003031
5955769409272407808,ANOMALY,None,0.0,Filter,0.002192
4148396009405267584,ANOMALY,None,0.0,Filter,0.000151
4269710453069330432,ANOMALY,None,0.0,Filter,0.023235
5983176214000179072,ANOMALY,None,0.0,Filter,0.367573
4520004379525434112,ANOMALY,None,0.0,Filter,0.003621
4035248566330756096,ANOMALY,None,0.0,Filter,0.011496
4479906839733679872,ANOMALY,None,0.0,Filter,0.009122
4042614023034866688,ANOMALY,None,0.0,Filter,0.019091
4283065567983253504,ANOMALY,None,0.0,Filter,0.011681
2031477444655674624,ANOMALY,None,0.0,Filter,0.002809
4468293106423732608,ANOMALY,None,0.0,Filter,0.001887
2994913960025404032,ANOMALY,None,0.0,Filter,0.011571
4092323905712614528,ANOMALY,None,0.0,Filter,0.004871
2019434837417951104,ANOMALY,None,0.0,Filter,0.020068
3358662196390400512,ANOMALY,None,0.0,Filter,0.015799
4048985452478449408,ANOMALY,None,0.0,Filter,0.00328
4482548210245943936,ANOMALY,None,0.0,Filter,0.018648
5935945111501033984,ANOMALY,None,0.0,Filter,0.00397
5938745464537498880,ANOMALY,None,0.0,Filter,0.025943
2055151407475651712,ANOMALY,None,0.0,Filter,0.003588
6119876845414867840,ANOMALY,None,0.0,Filter,0.00631
4163014841142121984,ANOMALY,None,0.0,Filter,0.019042
278034574766303744,ANOMALY,None,0.0,Filter,0.014866
6766356422326887424,ANOMALY,None,0.0,Filter,0.000834
4154602958708125952,ANOMALY,None,0.0,Filter,0.015645
4520221326902558720,ANOMALY,None,0.0,Filter,0.001458
4533214324529244544,ANOMALY,None,0.0,Filter,0.022219
2047482279482686720,ANOMALY,None,0.0,Filter,0.025457
4109175467602374016,ANOMALY,None,0.0,Filter,0.001689
4323372289886438528,ANOMALY,None,0.0,Filter,0.015067
4760310995179632384,ANOMALY,None,0.0,Filter,0.011997
6062792503826665472,ANOMALY,None,0.0,Filter,0.015558
4050204776335120256,ANOMALY,None,0.0,Filter,0.000128
4187760827786478592,ANOMALY,None,0.0,Filter,0.00913
6754030617800625920,ANOMALY,None,0.0,Filter,0.004476
4512386481931482880,ANOMALY,None,0.0,Filter,0.010729
3053822253999747584,ANOMALY,None,0.0,Filter,0.004469
4197664678771131264,ANOMALY,None,0.0,Filter,0.013825
4037545343109254528,ANOMALY,None,0.0,Filter,0.006574
4285034518408270592,ANOMALY,None,0.0,Filter,0.004592
