id,status,pred_label,confidence,stage,filter_score
6023246162930666240,ANOMALY,None,0.0,Filter,0.00705
4185765523424777856,ANOMALY,None,0.0,Filter,0.003844
4255873271061519360,ANOMALY,None,0.0,Filter,0.000134
5982444317242162432,ANOMALY,None,0.0,Filter,0.002802
4048833925948798464,ANOMALY,None,0.0,Filter,0.00185
2029710701254563840,ANOMALY,None,0.0,Filter,0.004241
4037681064015540608,ANOMALY,None,0.0,Filter,0.011412
6223156274716156160,ANOMALY,None,0.0,Filter,0.042156
5413576208105358848,ANOMALY,None,0.0,Filter,0.007096
5593172224092234368,ANOMALY,None,0.0,Filter,0.048566
4210877887956736256,ANOMALY,None,0.0,Filter,0.014281
5301486976241667328,ANOMALY,None,0.0,Filter,0.001477
2102755210044030592,ANOMALY,None,0.0,Filter,0.043072
5920765150874347264,ANOMALY,None,0.0,Filter,0.02482
4085477968330216576,ANOMALY,None,0.0,Filter,0.006277
4107563171296983680,ANOMALY,None,0.0,Filter,0.007773
5911298561915757824,ANOMALY,None,0.0,Filter,0.003432
5977390858792669440,ANOMALY,None,0.0,Filter,0.003919
6069642633043218432,ANOMALY,None,0.0,Filter,0.004334
4077123982156634240,ANOMALY,None,0.0,Filter,0.001899
6028407717226643968,ANOMALY,None,0.0,Filter,0.036551
4038841358084757504,ANOMALY,None,0.0,Filter,0.009842
3351705586320792576,ANOMALY,None,0.0,Filter,0.009846
5644148812979434112,ANOMALY,None,0.0,Filter,0.028082
4254207029930875264,ANOMALY,None,0.0,Filter,0.008897
4152384728363531008,ANOMALY,None,0.0,Filter,0.002293
6475966124294785152,ANOMALY,None,0.0,Filter,0.00483
1978630449030403712,ANOMALY,None,0.0,Filter,0.008409
5953427621310361728,ANOMALY,None,0.0,Filter,0.003547
5709751758352699776,ANOMALY,None,0.0,Filter,0.016983
2008852484631512448,ANOMALY,None,0.0,Filter,0.000286
1760835921623909504,ANOMALY,None,0.0,Filter,0.004131
6761156213379123072,ANOMALY,None,0.0,Filter,0.002123
4093533089329797248,ANOMALY,None,0.0,Filter,0.00253
6726338665846230144,ANOMALY,None,0.0,Filter,0.007585
4059239978923964544,ANOMALY,None,0.0,Filter,0.003495
4123991455523848448,ANOMALY,None,0.0,Filter,0.003198
4063996878408030848,ANOMALY,None,0.0,Filter,0.013917
4658316448300354944,ANOMALY,None,0.0,Filter,0.013459
3068651539114943872,ANOMALY,None,0.0,Filter,0.003997
5853099899719977472,ANOMALY,None,0.0,Filter,0.019034
959983022392603264,ANOMALY,None,0.0,Filter,0.00717
2022241650061741568,ANOMALY,None,0.0,Filter,0.014585
4123169261410234624,ANOMALY,None,0.0,Filter,0.000245
2005495606922657408,ANOMALY,None,0.0,Filter,0.001416
5486874871591865600,ANOMALY,None,0.0,Filter,0.029095
4661066120737911552,ANOMALY,None,0.0,Filter,0.009457
5999250936562146432,ANOMALY,None,0.0,Filter,0.001763
4120961888629766272,ANOMALY,None,0.0,Filter,0.001425
5904733377993991808,ANOMALY,None,0.0,Filter,0.00332
